# lon lat uLOS sigLOS losE losN losU
86.16958000 28.43041700 0.00878823 0.01906463 0.61665000 -0.11192000 0.77924000
86.42458000 28.43041700 0.04698751 0.01569908 0.59421000 -0.10915000 0.79686000
86.42458000 28.22708300 0.03232483 0.01980126 0.59056000 -0.10875000 0.79964000
86.16958000 28.63375000 0.03935973 0.01122874 0.62024000 -0.11227000 0.77633000
86.16958000 28.83708300 0.02867210 0.01670008 0.62361000 -0.11259000 0.77359000
86.42458000 28.83708300 0.03052971 0.02463420 0.60123000 -0.10988000 0.79149000
86.42458000 28.63375000 0.06300372 0.00778554 0.59756000 -0.10949000 0.79431000
86.67958000 28.63375000 0.07141848 0.01219591 0.57390000 -0.10643000 0.81198000
86.67958000 28.83708300 0.02555701 0.02606427 0.57819000 -0.10695000 0.80886000
86.93458000 28.83708300 0.02292695 0.02307754 0.55382000 -0.10370000 0.82615000
86.93458000 28.63375000 0.07799308 0.01271353 0.54895000 -0.10302000 0.82949000
86.67958000 28.22708300 0.05726984 0.01440862 0.56663000 -0.10558000 0.81718000
86.67958000 28.43041700 0.07097269 0.00930142 0.56999000 -0.10596000 0.81479000
86.93458000 28.43041700 0.08544594 0.00595547 0.54473000 -0.10246000 0.83233000
86.93458000 28.22708300 0.07447185 0.01424257 0.54070000 -0.10195000 0.83501000
86.16958000 29.03958300 -0.03563547 0.02662509 0.62719000 -0.11294000 0.77063000
86.16958000 29.24291700 -0.08437354 0.01551562 0.63054000 -0.11324000 0.76785000
86.42458000 29.24291700 -0.10239279 0.01631166 0.60925000 -0.11077000 0.78521000
86.42458000 29.03958300 -0.04098256 0.02615301 0.60539000 -0.11036000 0.78824000
86.16958000 29.44625000 -0.11144408 0.01101616 0.63387000 -0.11353000 0.76506000
86.42458000 29.44625000 -0.12258518 0.00899490 0.61279000 -0.11112000 0.78240000
86.64042000 29.43875000 -0.12799719 0.01167579 0.59316000 -0.10872000 0.79771000
86.67958000 29.03958300 -0.02792369 0.01877850 0.58226000 -0.10744000 0.80587000
86.60625000 29.27125000 -0.10547275 0.01902145 0.59309000 -0.10874000 0.79776000
86.92792000 29.00875000 -0.01805589 0.00897810 0.55775000 -0.10418000 0.82344000
87.19042000 29.03958300 -0.02587534 0.02419443 0.53212000 -0.10061000 0.84067000
87.23208000 29.23541700 -0.07534504 0.01284114 0.53158000 -0.10047000 0.84103000
87.44542000 29.24291700 -0.07715079 0.01248457 0.50937000 -0.09725000 0.85503000
87.44542000 29.03958300 -0.03609245 0.01863895 0.50473000 -0.09659000 0.85786000
87.26042000 29.36125000 -0.09542808 0.00908483 0.53139000 -0.10044000 0.84115000
87.35958000 29.34541700 -0.09492074 0.01116514 0.52061000 -0.09888000 0.84805000
87.70042000 29.03958300 -0.05481946 0.01684443 0.47565000 -0.09212000 0.87480000
87.70042000 29.24291700 -0.08215866 0.00777445 0.48052000 -0.09286000 0.87205000
87.95542000 29.24291700 -0.09504318 0.00846199 0.45122000 -0.08828000 0.88804000
87.95542000 29.03958300 -0.07502807 0.01568154 0.44589000 -0.08740000 0.89081000
87.19042000 28.22708300 0.05316266 0.01758174 0.51341000 -0.09794000 0.85254000
87.19042000 28.43041700 0.06954449 0.01537739 0.51792000 -0.09860000 0.84973000
87.44542000 28.43041700 0.03868433 0.01139264 0.49005000 -0.09440000 0.86657000
87.44542000 28.22708300 0.03296078 0.00985736 0.48527000 -0.09366000 0.86933000
87.19042000 28.63375000 0.06501364 0.01562415 0.52252000 -0.09924000 0.84683000
87.19042000 28.83708300 0.01802679 0.01733599 0.52731000 -0.09992000 0.84378000
87.44542000 28.83708300 0.00333442 0.01775925 0.50014000 -0.09591000 0.86062000
87.44542000 28.63375000 0.03541180 0.02005746 0.49475000 -0.09509000 0.86382000
87.70042000 28.63375000 -0.00294955 0.01515770 0.46567000 -0.09058000 0.88031000
87.70042000 28.83708300 -0.02568966 0.01401772 0.47145000 -0.09150000 0.87713000
87.94042000 28.83708300 -0.04292066 0.00962811 0.44230000 -0.08682000 0.89265000
87.90292000 28.63208300 -0.03162059 0.01024613 0.44118000 -0.08662000 0.89323000
87.70042000 28.22708300 0.01545955 0.01264690 0.45518000 -0.08889000 0.88595000
87.70042000 28.43041700 0.01012462 0.01949585 0.46037000 -0.08972000 0.88318000
87.86542000 28.44875000 -0.01056664 0.01003037 0.44076000 -0.08656000 0.89344000
87.83042000 28.29375000 -0.00157299 0.00548274 0.44091000 -0.08657000 0.89337000
86.16958000 26.80458300 0.01450112 0.01395711 0.58382000 -0.10812000 0.80465000
86.42458000 26.80458300 0.04369820 0.01983206 0.55922000 -0.10471000 0.82238000
86.53708000 26.70291700 0.06151056 0.00405141 0.54572000 -0.10281000 0.83164000
86.16958000 27.00791700 -0.01791114 0.01829520 0.58779000 -0.10857000 0.80169000
86.16958000 27.21125000 -0.01865069 0.01666422 0.59215000 -0.10913000 0.79841000
86.42458000 27.21125000 -0.01964655 0.01602911 0.56814000 -0.10589000 0.81609000
86.42458000 27.00791700 0.00314894 0.01743210 0.56366000 -0.10531000 0.81926000
86.67958000 27.00791700 0.00685490 0.02273826 0.53784000 -0.10162000 0.83690000
86.67958000 27.21125000 -0.02092548 0.01495201 0.54253000 -0.10227000 0.83379000
86.93458000 27.21125000 -0.02591746 0.01559865 0.51630000 -0.09844000 0.85073000
86.93458000 27.00791700 -0.00022704 0.01745122 0.51135000 -0.09769000 0.85381000
86.69042000 26.67708300 0.08481398 0.00872581 0.52927000 -0.10040000 0.84249000
86.67958000 26.80458300 0.05557352 0.02150312 0.53317000 -0.10093000 0.83997000
86.93458000 26.80458300 0.05732230 0.02408392 0.50567000 -0.09682000 0.85728000
86.93958000 26.64375000 0.08293327 0.00791002 0.50131000 -0.09614000 0.85991000
86.16958000 27.41458300 0.02398879 0.02507175 0.59632000 -0.10962000 0.79523000
86.07375000 27.54208300 0.27667645 0.06577473 0.60675000 -0.11089000 0.78712000
86.05792000 27.58041700 0.32927216 0.01900760 0.60927000 -0.11121000 0.78512000
86.05792000 27.60541700 0.25726935 0.04812684 0.60951000 -0.11123000 0.78493000
86.08958000 27.60541700 0.16042877 0.02990861 0.60678000 -0.11088000 0.78710000
86.08958000 27.58041700 0.23276338 0.04595603 0.60616000 -0.11081000 0.78759000
86.13792000 27.59291700 0.10457587 0.05424720 0.60264000 -0.11037000 0.79034000
86.13792000 27.54208300 0.15436546 0.02423503 0.60162000 -0.11027000 0.79114000
86.10542000 27.66875000 -0.03617176 0.05261102 0.60645000 -0.11081000 0.78736000
86.23375000 27.66875000 -0.02119987 0.01721482 0.59594000 -0.10953000 0.79552000
86.23375000 27.56708300 0.03435529 0.02664861 0.59372000 -0.10925000 0.79722000
86.42458000 27.61791700 -0.00814559 0.01712593 0.57681000 -0.10701000 0.80984000
86.42458000 27.41458300 -0.00873411 0.01819966 0.57311000 -0.10658000 0.81252000
86.16958000 27.82125000 -0.09238493 0.05862471 0.60474000 -0.11062000 0.78871000
86.16958000 28.02458300 -0.06571523 0.04766095 0.60887000 -0.11108000 0.78545000
86.42458000 28.02458300 0.02832658 0.02960744 0.58649000 -0.10827000 0.80268000
86.42458000 27.82125000 0.00424777 0.03207348 0.58279000 -0.10784000 0.80544000
86.67958000 27.82125000 0.02233572 0.02295003 0.55683000 -0.10424000 0.82406000
86.67958000 28.02458300 0.04736286 0.02448289 0.56208000 -0.10497000 0.82040000
86.93458000 28.02458300 0.05275886 0.02394012 0.53710000 -0.10149000 0.83739000
86.93458000 27.82208300 0.03606808 0.02374813 0.53183000 -0.10071000 0.84084000
86.67958000 27.41458300 -0.03690997 0.01299510 0.54682000 -0.10286000 0.83091000
86.67958000 27.61791700 -0.02128212 0.02209532 0.55216000 -0.10362000 0.82727000
86.93458000 27.61791700 -0.01974473 0.04077945 0.52619000 -0.09988000 0.84448000
86.93458000 27.41458300 -0.03463020 0.01935659 0.52095000 -0.09911000 0.84782000
87.19042000 27.41458300 -0.05518742 0.01238331 0.49209000 -0.09470000 0.86538000
87.19125000 27.61791700 -0.03431943 0.02843602 0.49743000 -0.09552000 0.86223000
87.44542000 27.61791700 -0.01929366 0.02760826 0.46828000 -0.09096000 0.87889000
87.44542000 27.41375000 -0.03136355 0.01780105 0.46389000 -0.09028000 0.88128000
87.19042000 27.82208300 0.01668457 0.04079874 0.50401000 -0.09655000 0.85828000
87.19042000 28.02458300 0.04318942 0.02261930 0.50893000 -0.09730000 0.85529000
87.44542000 28.02458300 0.02924435 0.02357016 0.47992000 -0.09283000 0.87239000
87.44542000 27.82125000 0.00460645 0.03364305 0.47421000 -0.09192000 0.87560000
87.70042000 27.82125000 0.04433833 0.01951598 0.44458000 -0.08716000 0.89149000
87.70042000 28.02458300 0.02983688 0.01276895 0.44981000 -0.08802000 0.88878000
87.69958000 27.41541700 -0.05285839 0.01698296 0.43175000 -0.08500000 0.89798000
87.68458000 27.61791700 -0.00407463 0.03956044 0.44064000 -0.08652000 0.89350000
87.19042000 26.60125000 0.08352751 0.00582646 0.47152000 -0.09149000 0.87710000
87.19042000 26.80458300 0.06372386 0.02072555 0.47664000 -0.09228000 0.87424000
87.44542000 26.80458300 0.06663156 0.01311106 0.44678000 -0.08747000 0.89036000
87.44542000 26.60125000 0.07509386 0.01006586 0.44080000 -0.08645000 0.89343000
87.18958000 27.00791700 -0.00335298 0.02236135 0.48200000 -0.09313000 0.87121000
87.19042000 27.21125000 -0.04216703 0.02027483 0.48706000 -0.09392000 0.86830000
87.44542000 27.21125000 -0.03037502 0.01840234 0.45797000 -0.08932000 0.88447000
87.44542000 27.00791700 0.01065426 0.02488219 0.45185000 -0.08830000 0.88771000
87.62542000 27.04041700 0.00932368 0.01877272 0.43060000 -0.08478000 0.89855000
87.66042000 27.24541700 -0.05112764 0.01560748 0.43205000 -0.08505000 0.89783000
87.57708000 26.88291700 0.04521532 0.00985926 0.43272000 -0.08516000 0.89750000
